#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B219AA
#Date Time: 2023-11-10 15:39:56.947
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 200 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.1023827881619938,0.01811436532479712,0.9662938851983055
-0.1023577881619938,0.06600144047455297,1.484471375838782
-0.1023327881619938,-0.008340732135576189,1.755176185763834
-0.1023077881619938,-0.09172452033346168,1.469656684748226
-0.1022827881619938,-0.04484206913786341,1.29491066938608
-0.1022577881619938,-0.07096229194683959,1.645412792684721
-0.1022327881619938,-0.1211934896563639,1.469993382272826
-0.1022077881619938,-0.02173571819146141,1.067639840157855
-0.1021827881619938,0.04155559092259626,1.681102730311672
-0.1021577881619938,0.08006617583326626,1.522518196139088
-0.1021327881619938,-0.0150382251635188,1.612753132780813
-0.1021077881619938,-0.1168401191882602,1.897935936271378
-0.1020827881619938,-0.1469788378139882,1.32656023671564
-0.1020577881619938,-0.1064590049949354,1.610059552582552
-0.1020327881619938,-0.01604284911771019,1.108043543131761
-0.1020077881619938,0.1574222203060034,0.9686507678717834
-0.1019827881619938,0.1832075684636147,1.252486781263154
-0.1019577881619938,0.2542009945597741,0.5403715163483723
-0.1019327881619938,0.230759768961975,1.920494670432069
-0.1019077881619938,0.1212557579551133,0.1578831281953887
-0.1018827881619938,0.09614015910032853,1.358546501569983
-0.1018577881619938,-0.1144959966285694,1.613426527830196
-0.1018327881619938,-0.3405363863215297,1.214439960963049
-0.1018077881619938,-0.3546011216802091,1.109390333230892
-0.1017827881619938,-0.3616334893595489,1.375044680284328
-0.1017577881619938,-0.2588269713806298,1.043734315898293
-0.1017327881619938,-0.09708251475574191,1.340028137706738
-0.1017077881619938,0.06533169117179252,0.8891901520231003
-0.1016827881619938,0.166798710545123,1.188850949079575
-0.1016577881619938,0.1755054514814484,1.754166093189486
-0.1016327881619938,0.02380723439854834,1.892212078350334
-0.1016077881619938,-0.05020006356027217,1.763256926358604
-0.1015827881619938,-0.1704200634117874,1.739351402099054
-0.1015577881619938,-0.1556855787503136,1.110063728280457
-0.1015327881619938,-0.06426479891889698,1.276729003047822
-0.1015077881619938,0.0124214962510459,1.613426527830378
-0.1014827881619938,0.01610511741641266,1.185483973831944
-0.1014577881619938,0.1420179863417354,0.6477780267540076
-0.1014327881619938,0.302757819012358,0.8689883005361468
-0.1014077881619938,0.225736649191018,1.494235604057353
-0.1013827881619938,0.1339809947082043,1.108716938181326
-0.1013577881619938,-0.02307521679697852,1.538342979803673
-0.1013327881619938,-0.1774524310911271,0.9652837926239578
-0.1013077881619938,-0.2008936566889262,1.110063728280457
-0.1012827881619938,-0.2487807318387159,0.9656204901487404
-0.1012577881619938,-0.1761129324855386,0.9673039777726532
-0.1012327881619938,-0.04383744518373217,1.0467645936213
-0.1012077881619938,0.00404962996611764,0.8986176827170118
-0.1011827881619938,0.001035758103543465,1.614099922879943
-0.1011577881619938,-0.04350257053227489,1.612079737731248
-0.1011327881619938,-0.08301777939713628,1.183127091158271
-0.1011077881619938,-0.09172452033345772,1.727566988731417
-0.1010827881619938,-0.09641276545302151,0.9662938851983055
-0.1010577881619938,-0.04819081565183472,1.718476155562535
-0.1010327881619938,0.005724003223103292,0.9279103673730942
-0.1010077881619938,0.08073592513606052,1.728240383781229
-0.1009827881619938,-0.0110197293467115,1.775378037250766
-0.1009577881619938,-0.05421855937698306,1.25147668868913
-0.1009327881619938,-0.04886056495462898,1.394236439196934
-0.1009077881619938,0.02414210904994547,1.254843663936956
-0.1008827881619938,0.09680990840312279,0.824880924789632
-0.1008577881619938,0.08944266607238927,1.471003474847063
-0.1008327881619938,0.0881031674667974,1.043397618373511
-0.1008077881619938,-0.01202435330094462,1.328243724339553
-0.1007827881619938,-0.08670140056250472,1.453495203558664
-0.1007577881619938,-0.08335265404853341,1.110737123330022
-0.1007327881619938,-0.1449695899055774,1.251813386213849
-0.1007077881619938,-0.08837577381949037,1.35282264364868
-0.1006827881619938,-0.04517694378926054,0.4373420737649101
-0.1006577881619938,0.08006617583326626,1.251813386213913
-0.1006327881619938,0.1416831116903383,0.8689883005361468
-0.1006077881619938,0.04389971348242064,1.613089830305257
-0.1005827881619938,-0.05890680449654289,1.275718910473474
-0.1005577881619938,-0.04283282122948063,0.8107396287487647
-0.1005327881619938,-0.1168401191882465,2.041032384304224
-0.1005077881619938,-0.2671988376655581,1.611743040206465
-0.1004827881619938,-0.3331691439907628,1.613089830305595
-0.1004577881619938,-0.2390693669481991,1.043060920848728
-0.1004327881619938,-0.01805209702609297,1.042050828274381
-0.1004077881619938,0.05695982488686426,1.469993382273009
-0.1003827881619938,0.1714869556646829,1.327233631765205
-0.1003577881619938,0.2364526380356967,1.020165489163654
-0.1003327881619938,0.3195015515822145,0.8252176223144145
-0.1003077881619938,0.271949351083822,1.425886006526494
-0.1002827881619938,0.07504305606230931,1.470330079797792
-0.1002577881619938,-0.08368752869993056,1.003330612924387
-0.1002327881619938,-0.1650620689893963,0.9669672802478871
-0.1002077881619938,-0.3214485311918932,2.157529727878988
-0.1001827881619938,-0.4409987817406688,1.469656684748226
